id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30715098,Stylish loft in Rambla del Raval,203562457,Roger,Ciutat Vella,el Raval,41.37713,2.16955,Private room,186,2,16,2019-07-06,3.12,2,171
30722564,Renovated 3-bedroom apartment 5 min from Catalunya,229963919,Michael,Ciutat Vella,el Raval,41.38,2.16788,Entire home/apt,55,32,0,,,1,221
30722629,"Duplex, con patio cerca de Hospital Sant Pau",131430504,Valex,Sant Martí,el Camp de l'Arpa del Clot,41.41098,2.1819,Entire home/apt,199,2,0,,,1,0
30725410,Habitación doble en el corazón del Gótico,191352415,Giuliana,Ciutat Vella,el Barri Gòtic,41.37984,2.17651,Private room,50,1,17,2019-07-06,2.55,2,267
30725528,CON GRACIA - Apartment in Barcelona,229977532,Sofia,Gràcia,la Vila de Gràcia,41.40661,2.15769,Entire home/apt,70,3,15,2019-06-28,4.69,3,83
30727802,Garden Nest | Bright apart. in the heart of Gracia,100152046,Oasis,Gràcia,la Vila de Gràcia,41.40451,2.16112,Entire home/apt,64,31,0,,,18,341
30727811,APARTAMENTO CON BALCÓN EN EL BORN (BHM1-031),193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3888,2.18081,Entire home/apt,85,32,0,,,120,269
30728309,Sophisticated 2 Bed Apt w/Balcony in Eixample,224476064,Eugeni Y Alba,Eixample,la Dreta de l'Eixample,41.39075,2.16737,Entire home/apt,15,31,1,2019-05-18,0.56,1,308
30728799,DÚPLEX EN EL BORN (BHM1-013),193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38734,2.17981,Entire home/apt,72,32,0,,,120,202
30730071,Montjuic Flat,216268236,E.R.,Sants-Montjuïc,el Poble Sec,41.37245,2.16882,Entire home/apt,50,32,1,2019-03-29,0.29,4,250
30730663,Luminoso apartamento frente la playa VISTAS AL MAR,224618386,EnjoyBcn,Ciutat Vella,la Barceloneta,41.37778,2.18953,Entire home/apt,50,31,1,2019-04-15,0.34,10,122
30733235,"Cozy tree house, great connection, tranquil",22063219,Camila,Eixample,l'Antiga Esquerra de l'Eixample,41.3877,2.15239,Private room,50,2,3,2019-01-29,0.52,1,0
30735730,Big and luminous room in the center of Barcelona,185197426,Carina,Eixample,la Dreta de l'Eixample,41.38919,2.1641,Private room,40,1,17,2019-07-01,2.67,1,154
30737764,Double BedRoom + Balcony + priv. Bathroom| Raval,20881562,Anna,Ciutat Vella,el Raval,41.38109,2.16935,Private room,18,30,0,,,3,35
30741236,DOUBLE ROOM IN THE HEART OF GRACIA NEIGHBORHOOD,230067329,Jerson,Gràcia,la Vila de Gràcia,41.40687,2.15791,Private room,32,1,8,2019-06-06,1.26,1,0
30746208,"Private room + Galery, Rambla de Raval-32 days min",34993787,Simon,Ciutat Vella,el Raval,41.37891,2.16844,Entire home/apt,54,31,0,,,4,364
30746369,Habitación doble en  centro de Barcelona,15743379,Fabrizio,Eixample,la Nova Esquerra de l'Eixample,41.37934,2.15157,Private room,35,3,19,2019-07-06,3.83,1,200
30753332,"**Gorgeous Suite ROOM 15 min from La Rambla, AC",230134263,Ken,Eixample,l'Antiga Esquerra de l'Eixample,41.38529,2.15785,Private room,100,2,15,2019-05-19,2.34,6,210
30754345,HABITACIÓN INDIVIDUAL EN GRACIA (BHM2-346),193618270,Alba,Horta-Guinardó,el Baix Guinardó,41.40984,2.16785,Private room,19,32,0,,,120,49
30754661,ESTUDIO CERCA DEL PASEO DEL BORN (BHM1-342),193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38816,2.17938,Entire home/apt,49,32,0,,,120,1
30755787,Enorme habitación en Atico espectacular en Gracia!,36607755,Igor,Gràcia,la Vila de Gràcia,41.40473,2.15057,Private room,31,31,0,,,91,328
30756180,Apartamento 2 habitaciones Sata Olimpic Village,224777598,Apartamentos Sata,Sant Martí,la Vila Olímpica del Poblenou,41.39297,2.19143,Entire home/apt,900,3,0,,,3,139
30756188,"New, Bright & Silent, Centric Studio",2952555,Eduard,Ciutat Vella,el Raval,41.37721,2.17024,Entire home/apt,39,180,2,2019-07-01,0.79,5,173
30756357,APARTAMENTO PARA GRUPOS EN EL BORN (BHM1-200),193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38892,2.18138,Entire home/apt,99,32,0,,,120,270
30756945,"DUPLEX CÉNTRICO EN EL BORN, BARCELONA (BHM1-458)",193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38758,2.1796,Entire home/apt,85,32,0,,,120,269
30757235,APARTAMENTO CERCA DE PL. CATALUNYA (BHM2-443),193618270,Alba,Eixample,la Dreta de l'Eixample,41.38716,2.16709,Entire home/apt,102,32,0,,,120,80
30757362,Duplex Apartment Sata Olimpic Village,224777598,Apartamentos Sata,Sant Martí,la Vila Olímpica del Poblenou,41.39196,2.19053,Entire home/apt,900,3,0,,,3,296
30757752,Eric Vökel Boutique Apartments - Sagrada Familia Suites - 2 Bedroom 1 Bathroom Apartment,228209547,Eric,Eixample,la Sagrada Família,41.40933,2.17574,Entire home/apt,125,1,3,2019-06-24,0.74,3,305
30759793,Eric Vökel Boutique Apartments - Sagrada Familia Suites - 2 Bedroom 2 Bathrooms Apartment,228209547,Eric,Eixample,la Sagrada Família,41.40953,2.17424,Entire home/apt,140,1,2,2019-04-13,0.35,3,306
30760234,Eric Vökel Boutique Apartments - Sagrada Familia Suites - 1 Bedroom Penthouse with Terrace,228209547,Eric,Eixample,la Sagrada Família,41.4094,2.17535,Entire home/apt,90,1,11,2019-07-04,1.93,3,276
30760852,Eric Vökel Boutique Apartments - Bcn Suites - 2 Bedroom 2 Bathrooms Apartment,228209257,Eric,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40286,2.16952,Entire home/apt,110,1,12,2019-06-17,2.26,2,297
30761041,La BuenaVista-PenHouse 3rooms with wonderful views,5655546,Iflats,Eixample,Sant Antoni,41.37748,2.15775,Entire home/apt,107,2,1,2019-03-03,0.23,6,140
30761115,Eric Vökel Boutique Apartments - Bcn Suites - 1 Bedroom Apartment with Terrace,228209257,Eric,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40337,2.16944,Entire home/apt,90,1,17,2019-07-04,2.95,2,289
30761854,6fs HAPPY 6FLATSGROUP! CLOSE TO LA SAGRADA FAMILIA,3911721,Aurora,Eixample,la Sagrada Família,41.40358,2.17127,Entire home/apt,456,1,0,,,39,365
30761956,HIGH STANDING PENTHOUSE 3TERRACES & JACUZZI GRACIA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40112,2.16063,Entire home/apt,85,32,0,,,21,305
30762038,PERFECT LOCATION - STYLE & COMFORT - BALCONY BCN❤¤,207109766,Renata,Eixample,la Dreta de l'Eixample,41.39366,2.15837,Entire home/apt,211,1,32,2019-06-21,4.80,5,295
30762828,Bright Modern Flat w/balcony ☀️Barcelona Centre ¤,207109766,Renata,Eixample,la Dreta de l'Eixample,41.39379,2.15739,Entire home/apt,212,1,24,2019-07-01,3.69,5,304
30762924,PLAZA REIAL 2 BEDROOM APARTMENT,1744516,Silvia & Luís,Ciutat Vella,el Barri Gòtic,41.38091,2.17668,Entire home/apt,40,32,1,2019-05-31,0.73,21,329
30763893,2ZiWo in der Altstadt von Barcelona,17212381,Nadja,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38459,2.1799,Entire home/apt,90,30,0,,,1,358
30767437,BEAUTIFUL TRIPLE ROOM close to Plaza Universidad,230134263,Ken,Eixample,l'Antiga Esquerra de l'Eixample,41.38684,2.15793,Private room,50,1,31,2019-07-05,4.74,6,218
30769547,Habitación grande y bonita en el centro,95225799,Ana,Eixample,l'Antiga Esquerra de l'Eixample,41.38469,2.15994,Private room,40,2,0,,,1,221
30770175,Quiet room and private bathroom BCN center,11325556,David,Eixample,Sant Antoni,41.38053,2.15808,Private room,40,2,4,2019-07-02,3.16,1,7
30779926,Beautiful Room for two in heart of Barcelona *****,230134263,Ken,Eixample,l'Antiga Esquerra de l'Eixample,41.38456,2.15851,Private room,70,1,19,2019-06-28,2.85,6,223
30781647,Spectacular apartment in the heart of Barcelona,15775899,Antonio,Eixample,la Dreta de l'Eixample,41.39201,2.17454,Entire home/apt,210,3,22,2019-07-09,3.42,5,314
30781714,Cozy & Stylish  apartment for 4 people - RAMBLAS,6449748,Jara,Ciutat Vella,el Raval,41.37735,2.17274,Private room,40,2,2,2019-06-28,0.31,1,4
30782224,Be Barcelona - Plaza Catalunya Nice and Comfy 1.1 (MP7),40676061,Michele,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38897,2.17725,Entire home/apt,140,3,21,2019-06-25,3.68,20,136
30784069,Flat with 2 bathrooms in Plaça Espanya - M14IRP11,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.37551,2.14786,Entire home/apt,166,1,0,,,18,310
30784086,Flat with 2 bathrooms in Plaça Espanya - M14IRP12,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.37642,2.14757,Entire home/apt,166,1,8,2019-07-06,1.88,18,319
30784104,Flat with 2 bathrooms in Plaça Espanya - M14IRP21,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.37552,2.14626,Entire home/apt,167,1,4,2019-05-19,1.15,18,316
30784105,Flat with 2 bathrooms in Plaça Espanya - M14IRP13,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.37568,2.14637,Entire home/apt,167,1,6,2019-06-30,1.75,18,322
30784125,Flat with 2 bathrooms in Plaça Espanya - M14IRP22,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.37538,2.14748,Entire home/apt,167,1,10,2019-07-03,2.26,18,320
30784146,Flat with 2 bathrooms in Plaça Espanya - M14IRP23,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.3768,2.14608,Entire home/apt,166,1,7,2019-06-01,1.47,18,329
30784163,Cozy duplex w/ private terrace & pool - M14IRPB1,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.37639,2.14608,Entire home/apt,189,1,6,2019-07-06,1.80,18,338
30784187,Duplex w/ private terrace & pool - M14IRPB2,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.37702,2.14636,Entire home/apt,214,1,3,2019-05-18,0.93,18,325
30784208,ROMÁNTICO ESTUDIO EN EL BORN (BHM1-008),193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38935,2.18085,Entire home/apt,65,32,0,,,120,234
30784210,ESTUDIO EN EL CORAZÓN DE EL BORN (BHM1-009),193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3892,2.1796,Entire home/apt,59,32,0,,,120,213
30784211,Cozy duplex next to Plaça Espanya - M14IRPB3,338116,Barna Check-In,Sants-Montjuïc,Hostafrancs,41.37538,2.14788,Entire home/apt,165,1,3,2019-07-06,0.68,18,323
30784240,Quiet apartment - Heart of Poble Sec - M78LAS11,338116,Barna Check-In,Sants-Montjuïc,el Poble Sec,41.37193,2.16421,Entire home/apt,155,1,7,2019-06-11,1.62,18,325
30784261,Quiet apartment - Heart of Poble Sec - M78LAS12,338116,Barna Check-In,Sants-Montjuïc,el Poble Sec,41.37244,2.16507,Entire home/apt,157,1,5,2019-06-20,1.60,18,322
30784288,Quiet apartment - Heart of Poble Sec - M78LAS13,338116,Barna Check-In,Sants-Montjuïc,el Poble Sec,41.37261,2.16572,Entire home/apt,173,1,12,2019-07-08,2.90,18,289
30784293,Large and quiet flat - Heart Poble Sec - M78LASB1,338116,Barna Check-In,Sants-Montjuïc,el Poble Sec,41.37063,2.16548,Entire home/apt,169,1,4,2019-06-04,0.96,18,293
30784315,"Quiet flat - Private terrace - Poble Sec, M78LASB2",338116,Barna Check-In,Sants-Montjuïc,el Poble Sec,41.37193,2.16364,Entire home/apt,204,1,8,2019-07-08,1.74,18,323
30785186,Two bedrooms in a quiet apartment with views,6422513,Ada,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41079,2.16336,Private room,45,5,1,2018-12-23,0.15,2,7
30785585,Sweet BCN - Studio with Terrace,1205494,Gian Franco,Gràcia,la Vila de Gràcia,41.39845,2.15705,Entire home/apt,90,2,16,2019-07-07,3.20,7,306
30786005,Moderno apartamento para 2 personas en centro (II),143696785,Beata,Ciutat Vella,el Raval,41.37734,2.17146,Entire home/apt,50,32,0,,,6,334
30786326,Cozy apartment in the center of Barcelona,6422513,Ada,Ciutat Vella,el Barri Gòtic,41.38056,2.18022,Entire home/apt,40,40,0,,,2,69
30787688,4 bdr & 3 bath wide 125m2 apartment nordic deco,3556337,Alejandro,Horta-Guinardó,el Guinardó,41.41689,2.17819,Entire home/apt,200,6,1,2019-01-02,0.16,15,324
30788759,Eric Vökel Boutique Apartments - Gran Via Suites - 3 Bedroom Apartment,211486303,Eric,Eixample,Sant Antoni,41.3791,2.15534,Entire home/apt,180,1,1,2019-04-18,0.36,5,202
30788761,Eric Vökel Boutique Apartments - Gran Via Suites - 1 Bedroom Apartment,211486303,Eric,Eixample,Sant Antoni,41.37938,2.15545,Entire home/apt,105,1,5,2019-04-24,0.84,5,321
30788832,Eric Vökel Boutique Apartments - Gran Via Suites - 2 Bedroom Apartment,211486303,Eric,Eixample,Sant Antoni,41.37816,2.15377,Entire home/apt,130,1,1,2019-06-10,1,5,309
30789223,pdo3 ACOMODIS APARTMENTS RIGHT IN THE GOTHIC AREA!,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38109,2.18108,Entire home/apt,90,1,0,,,80,217
30790052,1tnf LAST CENTURY IT WAS A FACTORY AND A SCHOOL :),3911721,Aurora,Sants-Montjuïc,el Poble Sec,41.37293,2.16697,Entire home/apt,90,1,1,2019-04-07,0.32,39,207
30790101,Impecable Apartamento a 10 min de Plaza Catalunya,87705745,Lilian,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40253,2.14406,Entire home/apt,95,31,0,,,1,75
30791837,Habitacion a 15 minutos del centro de Barcelona,230371684,Miquel,Sant Andreu,Sant Andreu,41.43605,2.19052,Private room,40,2,1,2018-12-31,0.16,1,179
30793523,Piso en Bcn- Poble Sec 32 días por febrero/marzo,120689652,Pam,Sants-Montjuïc,el Poble Sec,41.3712,2.16579,Entire home/apt,47,31,0,,,1,7
30794266,Habitación exclusiva en ático y solarium privado.,152050980,Dharma,Sarrià-Sant Gervasi,les Tres Torres,41.40094,2.12906,Private room,50,30,1,2019-02-13,0.20,1,365
30796729,SUNNY • 2BDR • Luxury • Heart • Ramblas • Level 5★,4959266,Lux Apartments,Ciutat Vella,el Raval,41.37543,2.17591,Entire home/apt,125,2,9,2019-06-13,1.55,6,319
30800651,Large Cozy BR | BEACHSIDE | Central Apt w/ Balcony,230427516,Lina,Ciutat Vella,la Barceloneta,41.37935,2.19049,Private room,50,1,13,2019-06-29,1.88,1,14
30804965,"ESTUDIO EN ALQUILER EN BORN, BARCELONA (BHM1-099)",193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38889,2.17943,Entire home/apt,65,32,0,,,120,217
30806475,Quiet apartment in Gracia-Art flat,138009034,Fernando,Horta-Guinardó,el Guinardó,41.41925,2.17539,Entire home/apt,100,3,13,2019-06-23,3.00,11,126
30806677,HABITACIÓN INDIVIDUAL EN GRACIA (BHM2-366),193618270,Alba,Horta-Guinardó,el Baix Guinardó,41.41122,2.16858,Private room,17,32,0,,,120,66
30807230,APARTAMENTO PARQUE DE LA CIUTADELLA (BHM2-559),193618270,Alba,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38935,2.1829,Entire home/apt,90,32,0,,,120,57
30807392,LUXURIOUS NEST•ANTIQUE PAINTINGS•SUNNY TERRACE •5★,4959266,Lux Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38845,2.17295,Entire home/apt,199,2,4,2019-02-11,0.61,6,190
30807432,ESTUDIO CERCA DE PL. ESPANYA - 010,193618270,Alba,Sants-Montjuïc,Hostafrancs,41.37466,2.14558,Entire home/apt,300,3,0,,,120,178
30807625,HABITACIÓN INDIVIDUAL PARA CHICAS (BHM2-558),193618270,Alba,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40477,2.16929,Private room,19,32,0,,,120,217
30807712,Idyllic apartment on La Rambla,7506723,Marc,Ciutat Vella,el Barri Gòtic,41.38122,2.17353,Private room,129,3,11,2019-06-18,1.88,2,70
30807910,CÉNTRICO PISO ALQUILER EN CASCO ANTIGUO (BHM2-550),193618270,Alba,Ciutat Vella,el Barri Gòtic,41.38418,2.1713,Entire home/apt,69,32,0,,,120,178
30809193,El Caballero del Born,5655546,Iflats,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38407,2.18242,Entire home/apt,100,32,0,,,6,134
30810714,Beautiful 2 bedroom apartment in Poble Sec,111885362,Laura & Alex,Sants-Montjuïc,el Poble Sec,41.37249,2.1669,Entire home/apt,25,31,0,,,8,192
30811407,Nice & Cozy 4bed in Sants-Montjuic BCN,230493883,Daniel,Sants-Montjuïc,la Bordeta,41.36719,2.13568,Entire home/apt,129,3,14,2019-07-04,2.21,1,341
30811915,4 Person Room,230335402,Dmytro,Ciutat Vella,la Barceloneta,41.38109,2.18659,Private room,70,32,0,,,1,363
30816749,Luxury double bedroom in amazing location!!,229291260,Leonardo,Ciutat Vella,la Barceloneta,41.37956,2.18912,Private room,99,1,39,2019-07-05,6.06,3,48
30816758,Luxury double bedroom in amazing arpartement!,229291260,Leonardo,Ciutat Vella,la Barceloneta,41.37994,2.18955,Private room,99,1,43,2019-07-06,6.62,3,52
30819570,Shared rooms 3min walk from Sants Station - BCN,4269290,Nicolas,Eixample,la Nova Esquerra de l'Eixample,41.38319,2.14554,Private room,50,2,9,2019-06-24,2.05,1,336
30832921,Acogedor loft en Barcelona,7906740,Angeles,Sants-Montjuïc,la Bordeta,41.37108,2.13371,Entire home/apt,70,2,1,2019-03-07,0.24,5,12
30834086,Lovely and modern 1-Bed Apt in the city centre,202848558,Esther Y Alex,Eixample,la Dreta de l'Eixample,41.39056,2.17602,Entire home/apt,101,2,17,2019-06-24,2.85,20,321
30840983,My Address in Barcelona 38A,4985749,Patricia,Eixample,la Dreta de l'Eixample,41.38935,2.17616,Entire home/apt,260,1,5,2019-06-15,1.29,11,265
30842084,"JULY IN BARCELONA! GOTHIC, OLD TOWN pdo!",1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.3813,2.17936,Entire home/apt,90,3,1,2019-03-11,0.25,80,185
30842723,"In front of the sea, terrace close Congress center",3399123,Eberhard&Aurélie@Es-Flats,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40442,2.21544,Entire home/apt,330,3,10,2019-06-10,1.58,15,307
30843660,"JULY IN BARCELONA! EL BORN, OLD TOWN!",1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38462,2.17804,Entire home/apt,160,3,2,2019-05-19,0.38,80,160
30844072,Barcelone  Appartement cosy design avec terrasse !,4844427,Valérie,Sants-Montjuïc,el Poble Sec,41.37344,2.15452,Private room,80,2,19,2019-07-08,4.25,1,140
30846132,Habitación en el corazón de Sants,25798718,Victoria,Sants-Montjuïc,Sants,41.37441,2.13173,Private room,20,1,6,2019-06-22,0.94,1,213
30848427,EXCELLENT in All Senses •King Suite•2 Bedrooms• 5★,4959266,Lux Apartments,Ciutat Vella,el Raval,41.38545,2.16774,Entire home/apt,290,2,0,,,6,350
30848687,2744 - AB Cozy Plaza Catalunya - Quirky and Cosy One Bedroom Apartment In Centre of the City,170716140,Robbie & Kay,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38759,2.17442,Entire home/apt,63,90,0,,,130,365
30849487,HOMEnFUN Fira Gran Via,57935558,HOMEnFUN,Sants-Montjuïc,la Marina de Port,41.3648,2.13673,Entire home/apt,80,1,2,2019-05-27,0.59,11,61
30849546,Top quality apartment in the city center,135819707,Germán,Eixample,la Dreta de l'Eixample,41.39762,2.17484,Entire home/apt,250,3,0,,,3,119
30849725,Urban Town Suites,2819397,Leslie,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40598,2.14104,Entire home/apt,90,30,1,2019-01-16,0.17,28,1
30850096,2658 - AB Premium Old Town P-2 - Wonderful Apartment in the Old Town for up to 4,170716140,Robbie & Kay,Ciutat Vella,el Raval,41.38176,2.16624,Entire home/apt,77,32,0,,,130,256
30850098,2719 - AB Premium Old Town 1-3 - Luxury Two- Bedroom Apartment in Vibrant Raval Quarter,170716140,Robbie & Kay,Ciutat Vella,el Raval,41.38308,2.16513,Entire home/apt,77,32,0,,,130,318
30850304,2 bedroom apartment Barceloneta,9478280,Pia Hankö,Ciutat Vella,la Barceloneta,41.37597,2.19048,Entire home/apt,54,90,1,2019-04-01,0.30,31,282
30851515,Spacious Penthouse & Terrace in Central Barcelona,10261347,Andrea,Sants-Montjuïc,el Poble Sec,41.3723,2.1692,Private room,60,2,6,2019-05-30,1.33,1,242
30863840,DUPLEX Orange with terrace in Barcelona,213316143,Ben E-Domizil,Sant Martí,el Camp de l'Arpa del Clot,41.41278,2.17942,Entire home/apt,150,3,0,,,1,326
30876570,En suite room with private bathroom and closet,186243097,Cristina,Sarrià-Sant Gervasi,les Tres Torres,41.396,2.12831,Private room,88,2,6,2019-06-29,1.35,1,90
30883381,Piso nuevo todo reformado: 10’ Plaza Cataluña,5645666,Anne-Claire,Ciutat Vella,el Raval,41.38003,2.16525,Entire home/apt,50,32,0,,,1,282
30886732,Apartamento en el Born,22076771,Luis,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38545,2.1821,Entire home/apt,40,31,2,2019-07-06,0.37,14,302
30896761,DOUBLE ROOM (CENTER BARCELONA),230897349,Elena,Sant Andreu,la Sagrera,41.42131,2.18775,Private room,17,4,1,2018-12-25,0.15,1,365
30899089,Near the sea beach in La Barceloneta,114869431,Rashedul,Ciutat Vella,la Barceloneta,41.38028,2.19007,Shared room,21,1,39,2019-06-20,5.85,1,84
30899714,Confortable habitacion,230798234,Luis,Horta-Guinardó,Montbau,41.43025,2.14127,Private room,16,2,1,2019-01-02,0.16,1,0
30903257,"PRIVATE ROOM AND TERRACE NEAR ""LAS RAMBLAS""",40878468,William,Ciutat Vella,el Raval,41.37727,2.16912,Private room,30,2,14,2019-05-31,2.41,1,312
30907470,FANTASTIC APARTMENT IN  CENTER MINIMUM 32 NIGTHS,187037704,Victoria,Ciutat Vella,el Raval,41.38067,2.16597,Entire home/apt,60,34,0,,,3,365
30909346,Gran HABITACIÓN con TERRAZA privada y vistas BCN,3425797,Yisella,Horta-Guinardó,Can Baró,41.4166,2.16469,Private room,30,1,49,2019-06-25,7.66,1,2
30919132,Entre mar montaña y el cielo 1,231059453,Rosa,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41,2.14443,Private room,50,1,1,2019-04-27,0.40,2,358
30920307,Habitacion xxl exterior,7285822,Arturo,Gràcia,la Vila de Gràcia,41.40722,2.1519,Private room,30,2,1,2019-06-27,1,6,365
30920486,My Address in Barcelona 38 B,4985749,Patricia,Eixample,la Dreta de l'Eixample,41.39022,2.1755,Entire home/apt,260,1,3,2019-06-11,0.99,11,293
30920992,Habitación nueva en pleno centro de Barcelona.,230313348,Antonio,Ciutat Vella,el Raval,41.38001,2.16494,Private room,30,5,45,2019-06-13,6.82,1,9
30921450,Single room in the center,231072648,Sumaya,Sants-Montjuïc,el Poble Sec,41.37357,2.16834,Private room,13,1,4,2019-07-03,0.62,1,0
30921846,LARGE & SUNNY APARTMENT IN CENTER OF BARCELONA,193107395,Zaida,Eixample,la Nova Esquerra de l'Eixample,41.38218,2.1551,Entire home/apt,85,2,12,2019-04-26,1.95,1,312
30921998,Luxury apartment per months in the city center,135819707,Germán,Gràcia,la Vila de Gràcia,41.39709,2.1576,Entire home/apt,115,32,1,2019-06-09,0.94,3,0
30923041,WhiteWall by StaYourWay (long stay apartment),9916442,Stayourway Bcn,Ciutat Vella,el Barri Gòtic,41.38394,2.17209,Entire home/apt,55,32,2,2019-06-27,0.46,6,274
30923960,Renovated apartment with two bedrooms,159846103,The Streets Apartments,Ciutat Vella,el Raval,41.37888,2.17315,Entire home/apt,500,1,7,2019-05-19,1.14,1,278
30925813,2 BR Apartment ideal for families,3376710,Maria StayBarcelona,Horta-Guinardó,el Guinardó,41.41951,2.18043,Entire home/apt,129,2,4,2019-04-05,0.63,41,317
30927896,AMAZING CENTRAL FLAT IN BCN,186012406,Ramon,Eixample,la Nova Esquerra de l'Eixample,41.38086,2.15539,Entire home/apt,90,2,33,2019-07-01,4.88,1,310
30929129,casa viva,231122967,Vanessa,Eixample,el Fort Pienc,41.3954,2.17872,Private room,50,2,10,2019-06-24,1.55,1,76
30931452,Private Double Room close to Sagrada Familia.,44024133,Rafa,Horta-Guinardó,el Baix Guinardó,41.41129,2.16532,Private room,40,3,0,,,1,0
30934113,COSY ROOM FOR 1 OR 2,124676294,Aymee,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40285,2.14933,Private room,75,4,3,2019-01-17,0.51,1,268
30934979,Cozy room in Gracia,93433349,John,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40034,2.1505,Private room,64,1,21,2019-07-06,3.33,3,64
30944927,Comfortable loft in Poble Nou,182412656,Pablo,Sant Martí,el Poblenou,41.39625,2.19982,Entire home/apt,40,30,0,,,2,159
30946135,APARTAMENTO LA PALOMA (BHB2-3902),193618270,Alba,Ciutat Vella,el Raval,41.38359,2.16416,Entire home/apt,57,32,0,,,120,188
30946280,Trendy Born - walking distance to evthing,231241801,Ramon,Ciutat Vella,el Barri Gòtic,41.38202,2.18134,Private room,129,3,16,2019-07-05,4.80,1,346
30947438,"Precioso piso moderno, 25 min. A pié de la playa",222085189,Cristina,Sant Martí,la Verneda i la Pau,41.42062,2.20778,Private room,68,1,30,2019-07-06,4.74,1,104
30947869,Cocoon Barcelona by the beach,229536528,Sabrina,Ciutat Vella,el Barri Gòtic,41.3802,2.18017,Entire home/apt,100,32,0,,,3,314
30949162,5fs GREAT 5FLATSGROUP! CLOSE TO LA SAGRADA FAMILIA,3911721,Aurora,Eixample,la Sagrada Família,41.40222,2.17203,Entire home/apt,380,1,0,,,39,362
30949242,The Cozy apartment in heart of Barcelona!WIFI FREE,1093718,Alexey,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38537,2.18003,Entire home/apt,30,32,0,,,11,116
30949668,Fabulous 3Br Apt with Balcony,4212095,Elio / Wilken,Les Corts,les Corts,41.38449,2.13126,Entire home/apt,140,3,4,2019-06-21,0.70,19,48
30950543,APARTAMENTO UNA HABITACIÓN BARCELONETA (BHB2-3646),193618270,Alba,Ciutat Vella,la Barceloneta,41.37859,2.18879,Entire home/apt,55,32,0,,,120,118
30950572,1 Bedroom Apartment with an Exclusive Terrace,211486303,Eric,Eixample,Sant Antoni,41.37839,2.15538,Entire home/apt,95,1,0,,,5,303
30951133,4 Bedroom Apartment (1-9 Adults),211486303,Eric,Eixample,Sant Antoni,41.37777,2.1536,Entire home/apt,165,1,1,2019-04-23,0.38,5,179
30952785,.My house is your house -  sharing is caring,4374289,Ash And Nani,Sant Martí,el Camp de l'Arpa del Clot,41.40921,2.18667,Private room,59,2,16,2019-06-19,2.58,4,87
30952851,Amazing studio in the city center,159934048,The Streets Apartments,Ciutat Vella,el Raval,41.38204,2.17245,Entire home/apt,300,1,0,,,2,233
30952865,Sagrada Familia Gaudi Views,2819397,Leslie,Eixample,la Sagrada Família,41.40459,2.17464,Entire home/apt,300,37,0,,,28,343
